bond3m,bond6m,bond1y,bond2y,bond3y,bond5y,bond10y
0.14599999999999999,0.21110000000000001,0.313,0.76580000000000004,1.2072000000000001,2.0554999999999999,3.2591000000000001
0.14000000000000001,0.2162,0.318,0.80549999999999999,1.2665999999999999,2.1316000000000002,3.34
0.13489999999999999,0.2162,0.36599999999999999,0.8135,1.2719,2.1482000000000001,3.3639000000000001
0.1207,0.20699999999999999,0.31909999999999999,0.72609999999999997,1.1578999999999999,1.9826000000000001,3.2023000000000001
0.1065,0.2009,0.32319999999999999,0.71009999999999995,1.1307,1.9298,3.1421999999999999
0.1065,0.1827,0.31909999999999999,0.74199999999999999,1.1738,1.9792000000000001,3.1857000000000002
9.0300000000000005E-2,0.16950000000000001,0.30790000000000001,0.71799999999999997,1.1781999999999999,1.9691999999999998,3.1728999999999998
8.0100000000000005E-2,0.17050000000000001,0.31909999999999999,0.78200000000000003,1.2847999999999999,2.1116000000000001,3.3193000000000001
6.9000000000000006E-2,0.1532,0.28749999999999998,0.72589999999999999,1.2154,2.0285000000000002,3.2345999999999999
5.0700000000000002E-2,0.13800000000000001,0.28449999999999998,0.7258,1.2154,2.0316999999999998,3.2528999999999999
7.0999999999999994E-2,0.1613,0.28239999999999998,0.75,1.2422,2.0749,3.3025000000000002
8.9200000000000002E-2,0.1573,0.26819999999999999,0.7258,1.2156,2.0449000000000002,3.2601
8.72E-2,0.1583,0.25900000000000001,0.70150000000000001,1.1782999999999999,1.9818,3.1886999999999999
9.4299999999999995E-2,0.1603,0.2641,0.70940000000000003,1.1998,2.0114000000000001,3.2195
0.1075,0.16539999999999999,0.26719999999999999,0.70930000000000004,1.1999,2.0247000000000002,3.2414000000000001
0.11260000000000001,0.17860000000000001,0.26819999999999999,0.67679999999999996,1.1464000000000001,1.9647000000000001,3.1663999999999999
0.1197,0.18060000000000001,0.26719999999999999,0.67230000000000001,1.1035999999999999,1.9182000000000001,3.1189999999999998
0.1207,0.1827,0.26819999999999999,0.68020000000000003,1.0982000000000001,1.9475,3.1371000000000002
0.1268,0.1908,0.2702,0.64859999999999995,1.0551999999999999,1.9013,3.1078000000000001
0.13489999999999999,0.19589999999999999,0.2671,0.625,1.0068999999999999,1.8256999999999999,3.0209999999999999
0.13689999999999999,0.21110000000000001,0.2651,0.59350000000000003,0.95850000000000002,1.7667999999999999,2.9491000000000001
0.1704,0.2172,0.3049,0.60140000000000005,0.96379999999999999,1.7732999999999999,2.9310999999999998
