bond3m,bond6m,bond1y,bond2y,bond3y,bond5y,bond10y
0.1653,0.2172,0.30590000000000001,0.625,0.99580000000000002,1.8027,2.9470000000000001
0.1603,0.20910000000000001,0.29870000000000002,0.625,1.0115000000000001,1.8157000000000001,2.9769999999999999
0.1603,0.20910000000000001,0.29570000000000002,0.625,1.0114000000000001,1.8157000000000001,2.9733000000000001
0.1603,0.21110000000000001,0.29980000000000001,0.60909999999999997,0.96809999999999996,1.7565,2.9302000000000001
0.14710000000000001,0.1908,0.29260000000000003,0.625,0.98429999999999995,1.7793999999999999,2.9802999999999997
0.14499999999999999,0.1857,0.28449999999999998,0.61699999999999999,1.0004,1.8123,3.0306000000000002
0.14499999999999999,0.1857,0.28349999999999997,0.625,1.0108999999999999,1.8353000000000002,3.052
0.13689999999999999,0.1857,0.28449999999999998,0.64900000000000002,1.0325,1.8452,3.0628000000000002
0.14199999999999999,0.1888,0.28749999999999998,0.66510000000000002,1.0955999999999999,1.8948,3.1208
0.14499999999999999,0.1857,0.2621,0.60089999999999999,1.0159,1.8054999999999999,3.0426000000000002
0.14710000000000001,0.1857,0.25290000000000001,0.6008,0.98939999999999995,1.7559,2.9937
0.14499999999999999,0.1857,0.24479999999999999,0.58460000000000001,0.92030000000000001,1.6669,2.9215
0.14710000000000001,0.18770000000000001,0.24379999999999999,0.58450000000000002,0.9415,1.6996,2.9537
0.14499999999999999,0.1888,0.24679999999999999,0.57640000000000002,0.93079999999999996,1.6863999999999999,2.9481000000000002
0.15010000000000001,0.1857,0.2397,0.55200000000000005,0.89349999999999996,1.6402000000000001,2.8782000000000001
0.14499999999999999,0.1867,0.2417,0.56000000000000005,0.90939999999999999,1.673,2.9352999999999998
0.14499999999999999,0.18770000000000001,0.2437,0.58420000000000005,0.94120000000000004,1.7321,2.9943
0.15210000000000001,0.1908,0.25390000000000001,0.58409999999999995,0.94650000000000001,1.7254,2.9923999999999999
0.14199999999999999,0.19689999999999999,0.2702,0.63319999999999999,1.0053000000000001,1.7883,3.0485000000000002
0.14610000000000001,0.19589999999999999,0.28860000000000002,0.60919999999999996,0.93030000000000002,1.6955,2.9849999999999999
0.14499999999999999,0.1938,0.28449999999999998,0.57769999999999999,0.87670000000000003,1.6583999999999999,2.9794
0.14000000000000001,0.1908,0.27229999999999999,0.54610000000000003,0.82279999999999998,1.5964,2.9051999999999998
