bond3m,bond6m,bond1y,bond2y,bond3y,bond5y,bond10y
2.0743999999999998,2.0329000000000002,1.8987000000000001,1.734,1.6844999999999999,1.6829000000000001,1.8935
2.0482999999999998,1.9963,1.8411,1.7118,1.6678999999999999,1.6581999999999999,1.8452
1.9969000000000001,1.9781,1.7784,1.5733000000000001,1.5289999999999999,1.518,1.7075
2.028,1.9866999999999999,1.8018000000000001,1.583,1.5232999999999999,1.5129999999999999,1.7023000000000001
2.0125000000000002,1.9529999999999998,1.7679,1.6069,1.5455000000000001,1.5503,1.7342
2.0072000000000001,1.9502999999999999,1.7755999999999998,1.6188,1.5482,1.5453000000000001,1.7172000000000001
1.9864000000000002,1.9447999999999999,1.7859,1.6465999999999998,1.591,1.5792000000000002,1.7446999999999999
1.9683999999999999,1.9292,1.7572000000000001,1.5836999999999999,1.5106999999999999,1.4927000000000001,1.6454
1.9872999999999998,1.9529999999999998,1.8534999999999999,1.6665999999999999,1.6097999999999999,1.5840000000000001,1.7035
1.9384000000000001,1.8986000000000001,1.7770000000000001,1.5770999999999999,1.5241,1.4892000000000001,1.5792000000000002
1.8793,1.8467,1.7013,1.4957,1.4464999999999999,1.4239999999999999,1.5268999999999999
1.8585,1.8437999999999999,1.7038,1.4762999999999999,1.4302999999999999,1.4169,1.5537999999999998
1.8942999999999999,1.88,1.7427999999999999,1.5453000000000001,1.4919,1.4769999999999999,1.6063000000000001
1.9,1.8831,1.7193000000000001,1.5123,1.4436,1.4329000000000001,1.5554999999999999
1.9718,1.8934,1.7713999999999999,1.5733000000000001,1.5,1.4735,1.5893000000000002
1.9819,1.9036999999999999,1.7869000000000002,1.6120999999999999,1.5323,1.5011000000000001,1.6131
1.9534,1.8620000000000001,1.7216,1.5331999999999999,1.4514,1.4173,1.5350999999999999
1.9763999999999999,1.88,1.7450000000000001,1.5390999999999999,1.4567000000000001,1.4171,1.5350999999999999
1.9694,1.865,1.7475000000000001,1.5223,1.4323999999999999,1.3778000000000001,1.4711000000000001
1.9796,1.865,1.7343999999999999,1.5,1.4161999999999999,1.3792,1.4794
1.9795,1.8726,1.7526000000000002,1.52,1.4403999999999999,1.3963000000000001,1.4944999999999999
1.9765000000000001,1.8671,1.7627999999999999,1.504,1.4266000000000001,1.3865000000000001,1.4961
