bond3m,bond6m,bond1y,bond2y,bond3y,bond5y,bond10y
1.506,1.569,1.835,2.1749999999999998,2.2549999999999999,2.5449999999999999,2.758
1.506,1.569,1.827,2.16,2.2450000000000001,2.5220000000000002,2.7519999999999998
1.506,1.569,1.8319999999999999,2.1859999999999999,2.29,2.5620000000000003,2.8120000000000003
1.506,1.569,1.83,2.16,2.2599999999999998,2.5169999999999999,2.7650000000000001
1.506,1.569,1.825,2.14,2.242,2.48,2.7130000000000001
1.506,1.5720000000000001,1.835,2.1669999999999998,2.2770000000000001,2.5249999999999999,2.7480000000000002
1.506,1.5739999999999998,1.8399999999999999,2.1720000000000002,2.2869999999999999,2.5350000000000001,2.7669999999999999
1.506,1.575,1.847,2.1819999999999999,2.3050000000000002,2.569,2.8120000000000003
1.506,1.575,1.835,2.1509999999999998,2.2720000000000002,2.54,2.7770000000000001
1.506,1.575,1.835,2.1419999999999999,2.2629999999999999,2.5169999999999999,2.7519999999999998
1.506,1.58,1.8439999999999999,2.1720000000000002,2.302,2.5670000000000002,2.7949999999999999
1.5070000000000001,1.583,1.8439999999999999,2.1819999999999999,2.3149999999999999,2.577,2.81
1.5070000000000001,1.583,1.8439999999999999,2.1720000000000002,2.31,2.5649999999999999,2.802
1.5070000000000001,1.583,1.8420000000000001,2.157,2.2949999999999999,2.5550000000000002,2.8
1.5070000000000001,1.583,1.8380000000000001,2.1429999999999998,2.2800000000000002,2.5350000000000001,2.7970000000000002
1.506,1.5819999999999999,1.835,2.125,2.2570000000000001,2.5099999999999998,2.75
1.506,1.5819999999999999,1.835,2.1259999999999999,2.2599999999999998,2.5150000000000001,2.7320000000000002
1.506,1.5840000000000001,1.835,2.1310000000000002,2.2650000000000001,2.5169999999999999,2.7349999999999999
