bond3m,bond6m,bond1y,bond2y,bond3y,bond5y,bond10y
3.32,3.36,3.57,3.7,3.77,4.03,4.33
3.32,3.36,3.58,3.71,3.7800000000000002,4.04,4.33
3.32,3.36,3.57,3.7,3.76,4.01,4.29
3.32,3.37,3.58,3.7199999999999998,3.79,4.04,4.3099999999999996
3.32,3.37,3.58,3.7199999999999998,3.79,4.04,4.3099999999999996
3.33,3.38,3.62,3.76,3.85,4.08,4.34
3.33,3.38,3.6,3.73,3.81,4.04,4.3099999999999996
3.33,3.38,3.6,3.73,3.71,4.04,4.1900000000000004
3.31,3.35,3.56,3.67,3.71,3.93,4.18
3.31,3.35,3.56,3.66,3.7,3.92,4.1900000000000004
3.31,3.35,3.55,3.64,3.68,3.89,4.17
3.31,3.35,3.55,3.65,3.69,3.89,4.1500000000000004
3.31,3.35,3.55,3.66,3.71,3.91,4.1500000000000004
3.31,3.36,3.57,3.69,3.75,3.95,4.17
3.31,3.36,3.57,3.69,3.75,3.95,4.17
3.32,3.37,3.6,3.7199999999999998,3.79,3.98,4.18
3.33,3.39,3.63,3.76,3.82,4,4.1900000000000004
3.34,3.4,3.65,3.7800000000000002,3.84,4.0199999999999996,4.2300000000000004
3.34,3.4,3.65,3.77,3.82,4,4.2300000000000004
3.34,3.4,3.64,3.76,3.81,3.98,4.1900000000000004
3.36,3.42,3.68,3.8,3.85,4.0199999999999996,4.2
