bond3m,bond6m,bond1y,bond2y,bond3y,bond5y,bond10y
2.3199999999999998,2.66,3.15,3.73,3.86,4.42,4.8600000000000003
2.35,2.66,3.15,3.73,3.87,4.42,4.8499999999999996
2.33,2.66,3.14,3.7,3.84,4.4000000000000004,4.82
2.34,2.68,3.16,3.73,3.87,4.4400000000000004,4.84
2.35,2.69,3.18,3.75,3.89,4.47,4.8499999999999996
2.38,2.7199999999999998,3.2,3.77,3.92,4.49,4.8499999999999996
2.38,2.7199999999999998,3.2,3.76,3.91,4.46,4.84
2.37,2.71,3.17,3.69,3.83,4.38,4.8
2.36,2.7,3.13,3.63,3.76,4.33,4.76
2.36,2.7,3.12,3.61,3.73,4.32,4.75
2.36,2.7,3.12,3.62,3.74,4.33,4.75
2.37,2.71,3.13,3.63,3.76,4.34,4.75
2.37,2.7,3.12,3.59,3.7,4.28,4.7
2.36,2.69,3.11,3.57,3.68,4.24,4.6100000000000003
2.36,2.68,3.1,3.54,3.61,4.13,4.5199999999999996
2.37,2.69,3.11,3.54,3.62,4.1399999999999997,4.53
2.37,2.68,3.1,3.51,3.58,4.1100000000000003,4.54
2.37,2.68,3.1,3.5,3.57,4.1100000000000003,4.54
2.37,2.68,3.1,3.48,3.54,4.04,4.47
2.38,2.69,3.11,3.49,3.56,4.04,4.43
2.39,2.7,3.13,3.51,3.58,4.05,4.4400000000000004
2.41,2.7199999999999998,3.13,3.49,3.55,4,4.38
