bond3m,bond6m,bond1y,bond2y,bond3y,bond5y,bond10y
1.522,1.554,1.601,1.62,1.6320000000000001,1.78,2.0369999999999999
1.5150000000000001,1.546,1.5920000000000001,1.62,1.6400000000000001,1.792,2.0569999999999999
1.5129999999999999,1.544,1.5920000000000001,1.617,1.637,1.7850000000000001,2.0310000000000001
1.512,1.544,1.589,1.617,1.6400000000000001,1.7770000000000001,2.016
1.512,1.544,1.5939999999999999,1.6320000000000001,1.665,1.81,2.0569999999999999
1.51,1.5369999999999999,1.5819999999999999,1.6120000000000001,1.635,1.7749999999999999,2.0249999999999999
1.51,1.5369999999999999,1.581,1.6139999999999999,1.635,1.782,2.0369999999999999
1.51,1.536,1.581,1.6099999999999999,1.6320000000000001,1.78,2.0219999999999998
1.51,1.536,1.581,1.627,1.6480000000000001,1.7949999999999999,2.0299999999999998
1.51,1.536,1.581,1.627,1.647,1.79,2.02
1.51,1.536,1.581,1.627,1.645,1.7949999999999999,2.04
1.51,1.536,1.581,1.625,1.6419999999999999,1.8069999999999999,2.0670000000000002
1.508,1.534,1.571,1.607,1.617,1.7570000000000001,1.998
1.508,1.534,1.5699999999999998,1.6,1.607,1.7450000000000001,1.9950000000000001
1.508,1.534,1.571,1.605,1.62,1.7570000000000001,2.0350000000000001
1.5089999999999999,1.534,1.5739999999999998,1.605,1.62,1.7570000000000001,2.0219999999999998
1.5089999999999999,1.534,1.5720000000000001,1.585,1.595,1.73,1.9870000000000001
1.5110000000000001,1.5350000000000001,1.577,1.5899999999999999,1.6019999999999999,1.7450000000000001,2.0150000000000001
1.5110000000000001,1.538,1.581,1.605,1.617,1.7549999999999999,2.0169999999999999
1.496,1.5150000000000001,1.546,1.56,1.5649999999999999,1.7,1.98
