bond3m,bond6m,bond1y,bond2y,bond3y,bond5y,bond10y
3.38,3.4,3.43,3.44,3.46,3.57,3.82
3.38,3.39,3.42,3.43,3.44,3.55,3.8
3.37,3.39,3.41,3.41,3.42,3.52,3.79
3.35,3.37,3.38,3.38,3.38,3.48,3.75
3.35,3.37,3.38,3.39,3.39,3.5,3.77
3.35,3.37,3.37,3.38,3.37,3.49,3.76
3.35,3.38,3.38,3.39,3.4,3.52,3.79
3.34,3.37,3.36,3.37,3.37,3.49,3.75
3.34,3.36,3.37,3.38,3.38,3.5,3.75
3.34,3.36,3.37,3.38,3.38,3.5,3.74
3.34,3.36,3.37,3.37,3.38,3.49,3.73
3.34,3.36,3.38,3.38,3.39,3.5,3.74
3.33,3.35,3.36,3.36,3.36,3.4699999999999998,3.71
3.33,3.35,3.37,3.37,3.37,3.49,3.74
3.33,3.35,3.36,3.36,3.36,3.49,3.74
3.33,3.35,3.36,3.36,3.36,3.48,3.73
3.33,3.34,3.35,3.35,3.35,3.4699999999999998,3.73
3.33,3.34,3.35,3.35,3.35,3.4699999999999998,3.73
3.33,3.34,3.35,3.36,3.36,3.48,3.74
3.33,3.34,3.34,3.35,3.35,3.4699999999999998,3.73
3.31,3.31,3.31,3.32,3.32,3.43,3.69
